code,publication_date
60540,2021-03-16 00:00:00.000000000
54488,2021-03-16 00:00:00.000000000
49345,2021-03-17 00:00:00.000000000
16042,2021-03-17 00:00:00.000000000
49063,2021-03-17 00:00:00.000000000
83004,2021-03-17 00:00:00.000000000
24457,2021-03-17 00:00:00.000000000
31551,2021-03-17 00:00:00.000000000
30331,2021-03-17 00:00:00.000000000
30038,2021-03-17 08:19:57.313999872
19013,2021-03-17 08:27:44.558000128
02290,2021-03-17 09:36:41.440999936
09137,2021-03-17 09:38:45.249999872
63191,2021-03-17 10:08:19.116999936
69176,2021-03-17 10:09:59.972000000
76558,2021-03-17 10:19:54.878000128
65106,2021-03-17 10:21:30.425999872
93055,2021-03-17 10:22:35.620000000
79339,2021-03-17 10:26:46.312999936
27115,2021-03-17 10:33:06.572999936
67359,2021-03-17 10:37:22.695000064
61472,2021-03-17 11:02:30.968000000
63340,2021-03-17 11:08:44.072999936
13052,2021-03-17 11:25:19.188000000
32252,2021-03-17 11:27:05.356000000
63230,2021-03-17 12:17:54.215000064
24568,2021-03-17 12:21:00.449999872
31062,2021-03-17 13:02:05.831000064
32090,2021-03-17 13:08:19.931000064
84029,2021-03-17 13:24:58.611000064
29201,2021-03-17 13:38:59.785999872
38281,2021-03-17 13:42:55.652999936
05001,2021-03-17 14:01:25.484999936
63444,2021-03-17 14:12:44.191000064
30097,2021-03-17 14:55:48.239000064
04144,2021-03-17 14:57:28.668999936
30341,2021-03-17 15:46:34.708000000
30297,2021-03-17 16:47:07.044000000
63091,2021-03-17 16:57:09.395000064
16334,2021-03-17 17:27:46.171000064
30283,2021-03-17 17:30:35.608999936
33084,2021-03-17 19:03:10.388000000
81058,2021-03-17 19:33:01.536999936
33457,2021-03-17 22:19:24.379000064
24011,2021-03-18 00:00:00.000000000
37273,2021-03-18 00:00:00.000000000
46192,2021-03-18 00:00:00.000000000
30191,2021-03-18 00:00:00.000000000
14528,2021-03-18 00:00:00.000000000
30273,2021-03-18 00:00:00.000000000
17222,2021-03-18 06:29:22.068999936
05171,2021-03-18 06:52:11.692999936
04242,2021-03-18 07:47:19.320000000
77256,2021-03-18 07:57:48.880999936
80688,2021-03-18 08:20:16.270000128
29299,2021-03-18 08:29:32.828000000
18007,2021-03-18 10:11:10.063000064
05181,2021-03-18 10:36:12.572999936
69051,2021-03-18 10:45:21.132999936
29190,2021-03-18 11:04:56.344999936
46264,2021-03-18 12:23:53.864000000
80649,2021-03-18 13:49:21.452999936
27229,2021-03-18 13:56:02.152000000
30212,2021-03-18 14:15:26.332000000
38160,2021-03-18 14:29:57.078000128
57288,2021-03-18 14:38:45.160000000
82127,2021-03-18 15:04:19.416999936
43047,2021-03-18 15:35:08.007000064
38070,2021-03-18 15:39:09.496999936
69228,2021-03-18 16:05:48.969999872
18139,2021-03-18 17:08:16.665999872
31342,2021-03-18 17:35:03.423000064
63339,2021-03-18 17:36:45.428999936
40030,2021-03-19 00:00:00.000000000
30076,2021-03-19 00:00:00.000000000
81148,2021-03-19 00:00:00.000000000
29214,2021-03-19 00:00:00.000000000
30202,2021-03-19 00:00:00.000000000
58244,2021-03-19 05:28:07.704000000
05169,2021-03-19 09:15:46.473999872
46160,2021-03-19 09:21:03.990000128
29277,2021-03-19 10:20:33.012000000
2B290,2021-03-19 13:04:20.267000064
03220,2021-03-19 14:00:54.532999936
33342,2021-03-19 14:05:46.060000000
63352,2021-03-19 14:45:59.640000000
66083,2021-03-19 16:29:37.760999936
63367,2021-03-19 17:10:40.244999936
30247,2021-03-19 17:37:18.988999936
46114,2021-03-20 16:32:58.502000128
97611,2021-03-21 10:41:42.016000000
15010,2021-03-21 11:17:27.984000000
42038,2021-03-22 00:00:00.000000000
31143,2021-03-22 00:00:00.000000000
49110,2021-03-22 00:00:00.000000000
56071,2021-03-22 00:00:00.000000000
04220,2021-03-22 00:00:00.000000000
24243,2021-03-22 00:00:00.000000000
63263,2021-03-22 00:00:00.000000000
24468,2021-03-22 00:00:00.000000000
68375,2021-03-22 00:00:00.000000000
14257,2021-03-22 00:00:00.000000000
34215,2021-03-22 08:53:50.585999872
05063,2021-03-22 08:56:19.152000000
41100,2021-03-22 08:57:33.568000000
18155,2021-03-22 09:19:47.540999936
82112,2021-03-22 09:20:11.968000000
81249,2021-03-22 09:25:30.960999936
64191,2021-03-22 09:31:08.412000000
05046,2021-03-22 09:48:05.252000000
32360,2021-03-22 10:51:26.430000128
27011,2021-03-22 13:21:06.128000000
15248,2021-03-22 13:28:16.657999872
88413,2021-03-22 16:20:53.945999872
07045,2021-03-22 19:11:55.140999936
19005,2021-03-23 00:00:00.000000000
04073,2021-03-23 00:00:00.000000000
34099,2021-03-23 00:00:00.000000000
02315,2021-03-23 00:00:00.000000000
35064,2021-03-23 00:00:00.000000000
14371,2021-03-23 00:00:00.000000000
87091,2021-03-23 00:00:00.000000000
24261,2021-03-23 00:00:00.000000000
04195,2021-03-23 00:00:00.000000000
14667,2021-03-23 00:00:00.000000000
81286,2021-03-23 00:00:00.000000000
32435,2021-03-23 00:00:00.000000000
63157,2021-03-23 08:21:53.688999936
38002,2021-03-23 08:36:43.019000064
45252,2021-03-23 09:33:12.726000128
05073,2021-03-23 10:44:03.532000000
37180,2021-03-23 10:49:29.355000064
34092,2021-03-23 10:53:30.969999872
33130,2021-03-23 12:23:20.823000064
81142,2021-03-23 12:29:25.003000064
86066,2021-03-23 12:46:29.104000000
04013,2021-03-23 13:51:14.311000064
13078,2021-03-23 14:47:57.964000000
30166,2021-03-23 14:56:15.560000000
64148,2021-03-23 15:28:25.175000064
76471,2021-03-23 17:44:46.172999936
81098,2021-03-23 20:58:25.363000064
35039,2021-03-24 00:00:00.000000000
30178,2021-03-24 00:00:00.000000000
15123,2021-03-24 06:59:35.395000064
42053,2021-03-24 09:49:48.332000000
82189,2021-03-24 10:16:12.139000064
30340,2021-03-24 10:25:09.364999936
83066,2021-03-24 10:34:44.945999872
37271,2021-03-24 10:50:00.044999936
30122,2021-03-24 11:00:23.729999872
80142,2021-03-24 12:10:14.708999936
05064,2021-03-24 13:31:06.868000000
61210,2021-03-24 15:43:31.012000000
29172,2021-03-24 15:47:35.246000128
77452,2021-03-24 15:52:29.716999936
30025,2021-03-24 19:14:19.353999872
30131,2021-03-25 00:00:00.000000000
81136,2021-03-25 00:00:00.000000000
71588,2021-03-25 00:00:00.000000000
30148,2021-03-25 05:45:53.444000000
30013,2021-03-25 09:50:09.227000064
18280,2021-03-25 13:24:59.630000128
84145,2021-03-25 13:50:47.895000064
29076,2021-03-25 14:13:49.344999936
66157,2021-03-25 16:59:25.324000000
57220,2021-03-25 20:27:06.336999936
06065,2021-03-25 20:44:47.702000128
14252,2021-03-26 00:00:00.000000000
26229,2021-03-26 00:00:00.000000000
29116,2021-03-26 00:00:00.000000000
19109,2021-03-26 00:00:00.000000000
39389,2021-03-26 00:00:00.000000000
26259,2021-03-26 00:00:00.000000000
37219,2021-03-26 00:00:00.000000000
14579,2021-03-26 00:00:00.000000000
35353,2021-03-26 00:00:00.000000000
56094,2021-03-26 08:24:45.171000064
62457,2021-03-26 08:39:13.567000064
89073,2021-03-26 10:32:53.056000000
33089,2021-03-26 10:34:43.660999936
50120,2021-03-26 11:03:13.177999872
31485,2021-03-26 11:19:07.368999936
82077,2021-03-26 13:47:25.651000064
39101,2021-03-26 16:46:40.392000000
39531,2021-03-26 16:55:23.040999936
24262,2021-03-27 00:00:00.000000000
63145,2021-03-27 09:24:48.124999936
32057,2021-03-27 16:02:21.844000000
31273,2021-03-28 13:28:17.324999936
30083,2021-03-29 00:00:00.000000000
76268,2021-03-29 00:00:00.000000000
14389,2021-03-29 00:00:00.000000000
14391,2021-03-29 00:00:00.000000000
39429,2021-03-29 00:00:00.000000000
76609,2021-03-29 00:00:00.000000000
76741,2021-03-29 00:00:00.000000000
39210,2021-03-29 00:00:00.000000000
30052,2021-03-29 06:47:57.080999936
30160,2021-03-29 07:57:53.751000064
35328,2021-03-29 10:22:50.624000000
39142,2021-03-29 11:06:20.500000000
82138,2021-03-29 12:28:16.544999936
32408,2021-03-29 12:28:55.550000128
26154,2021-03-29 15:50:46.886000128
16161,2021-03-30 00:00:00.000000000
29134,2021-03-30 00:00:00.000000000
24563,2021-03-30 00:00:00.000000000
59482,2021-03-30 06:59:57.059000064
82123,2021-03-30 08:42:38.291000064
97403,2021-03-30 11:38:59.952000000
27169,2021-03-30 14:23:03.644000000
55243,2021-03-30 16:43:28.276000000
74060,2021-03-30 20:24:29.006000128
64024,2021-03-31 00:00:00.000000000
84072,2021-03-31 00:00:00.000000000
77314,2021-03-31 00:00:00.000000000
24339,2021-03-31 00:00:00.000000000
76658,2021-03-31 00:00:00.000000000
16401,2021-03-31 00:00:00.000000000
72218,2021-03-31 07:47:02.471000064
89420,2021-03-31 08:00:32.342000128
27284,2021-03-31 09:40:57.692999936
13116,2021-03-31 10:25:22.436999936
13087,2021-03-31 12:47:31.172000000
45173,2021-03-31 14:27:31.716999936
30327,2021-03-31 15:42:36.496999936
67001,2021-04-01 00:00:00.000000000
67043,2021-04-01 00:00:00.000000000
67049,2021-04-01 00:00:00.000000000
67065,2021-04-01 00:00:00.000000000
14136,2021-04-01 00:00:00.000000000
24082,2021-04-01 00:00:00.000000000
67118,2021-04-01 00:00:00.000000000
67119,2021-04-01 00:00:00.000000000
67124,2021-04-01 00:00:00.000000000
67131,2021-04-01 00:00:00.000000000
67137,2021-04-01 00:00:00.000000000
67152,2021-04-01 00:00:00.000000000
67182,2021-04-01 00:00:00.000000000
67212,2021-04-01 00:00:00.000000000
67204,2021-04-01 00:00:00.000000000
67218,2021-04-01 00:00:00.000000000
67247,2021-04-01 00:00:00.000000000
67519,2021-04-01 00:00:00.000000000
67256,2021-04-01 00:00:00.000000000
67267,2021-04-01 00:00:00.000000000
67268,2021-04-01 00:00:00.000000000
76404,2021-04-01 00:00:00.000000000
67296,2021-04-01 00:00:00.000000000
67309,2021-04-01 00:00:00.000000000
45226,2021-04-01 00:00:00.000000000
67326,2021-04-01 00:00:00.000000000
35206,2021-04-01 00:00:00.000000000
67343,2021-04-01 00:00:00.000000000
67350,2021-04-01 00:00:00.000000000
67365,2021-04-01 00:00:00.000000000
76489,2021-04-01 00:00:00.000000000
67378,2021-04-01 00:00:00.000000000
67389,2021-04-01 00:00:00.000000000
24415,2021-04-01 00:00:00.000000000
76616,2021-04-01 00:00:00.000000000
67447,2021-04-01 00:00:00.000000000
67471,2021-04-01 00:00:00.000000000
64526,2021-04-01 00:00:00.000000000
67482,2021-04-01 00:00:00.000000000
24552,2021-04-01 00:00:00.000000000
04228,2021-04-01 00:00:00.000000000
67506,2021-04-01 00:00:00.000000000
34336,2021-04-01 00:00:00.000000000
67551,2021-04-01 00:00:00.000000000
35069,2021-04-01 10:08:39.214000128
07337,2021-04-01 11:46:57.875000064
38223,2021-04-01 12:12:52.326000128
27385,2021-04-01 14:23:02.948000000
86245,2021-04-01 17:37:06.364000000
77240,2021-04-01 20:20:52.092999936
05022,2021-04-02 00:00:00.000000000
35051,2021-04-02 00:00:00.000000000
76596,2021-04-02 00:00:00.000000000
17439,2021-04-02 08:28:21.712000000
81302,2021-04-02 09:14:30.243000064
61194,2021-04-02 09:58:47.140999936
61298,2021-04-02 12:59:08.215000064
2B277,2021-04-03 06:31:13.673999872
35099,2021-04-03 06:42:10.599000064
05178,2021-04-03 09:26:52.732000000
35362,2021-04-03 09:50:23.640999936
07105,2021-04-05 00:00:00.000000000
61484,2021-04-05 00:00:00.000000000
26018,2021-04-06 00:00:00.000000000
89037,2021-04-06 00:00:00.000000000
14146,2021-04-06 00:00:00.000000000
16260,2021-04-06 00:00:00.000000000
68271,2021-04-06 00:00:00.000000000
24362,2021-04-06 00:00:00.000000000
16405,2021-04-06 00:00:00.000000000
24160,2021-04-06 00:00:00.000000000
26279,2021-04-06 08:31:56.694000128
32313,2021-04-06 08:58:01.539000064
05014,2021-04-06 12:50:14.313999872
61114,2021-04-06 13:31:30.942000128
80288,2021-04-06 13:46:40.038000128
22206,2021-04-06 19:31:01.294000128
76014,2021-04-07 00:00:00.000000000
64145,2021-04-07 00:00:00.000000000
76270,2021-04-07 00:00:00.000000000
76305,2021-04-07 00:00:00.000000000
76357,2021-04-07 00:00:00.000000000
76522,2021-04-07 00:00:00.000000000
14419,2021-04-07 00:00:00.000000000
76714,2021-04-07 00:00:00.000000000
89303,2021-04-07 00:00:00.000000000
31532,2021-04-07 07:08:04.385999872
27477,2021-04-07 14:00:58.099000064
89104,2021-04-07 14:23:11.416999936
89068,2021-04-07 14:59:16.468999936
80290,2021-04-07 15:01:44.532999936
89316,2021-04-07 15:15:35.844999936
05040,2021-04-08 00:00:00.000000000
14335,2021-04-08 00:00:00.000000000
61219,2021-04-08 00:00:00.000000000
56258,2021-04-08 00:00:00.000000000
81231,2021-04-08 00:00:00.000000000
29246,2021-04-08 00:00:00.000000000
89432,2021-04-08 00:00:00.000000000
23143,2021-04-08 06:17:07.240999936
89380,2021-04-08 09:09:26.691000064
04197,2021-04-08 09:54:04.436000000
56218,2021-04-08 12:25:49.099000064
37281,2021-04-08 12:54:33.553999872
29113,2021-04-08 21:22:40.736999936
06004,2021-04-09 00:00:00.000000000
39058,2021-04-09 00:00:00.000000000
42065,2021-04-09 00:00:00.000000000
28187,2021-04-09 00:00:00.000000000
60324,2021-04-09 00:00:00.000000000
68166,2021-04-09 00:00:00.000000000
37152,2021-04-09 00:00:00.000000000
24544,2021-04-09 00:00:00.000000000
31451,2021-04-09 07:40:45.032000000
70085,2021-04-09 08:13:03.744000000
50138,2021-04-09 08:42:24.639000064
05036,2021-04-09 12:38:04.532000000
69105,2021-04-09 12:57:12.644999936
39408,2021-04-09 13:10:32.012999936
39508,2021-04-09 13:11:39.017999872
39177,2021-04-09 13:13:39.008000000
39307,2021-04-09 13:14:33.985999872
39330,2021-04-09 13:14:42.377999872
39426,2021-04-09 13:14:45.604000000
39582,2021-04-09 13:15:23.027000064
39494,2021-04-09 13:15:38.758000128
56202,2021-04-09 13:46:02.726000128
45064,2021-04-09 14:06:33.038000128
39387,2021-04-09 14:47:58.419000064
35207,2021-04-09 14:50:31.118000128
76586,2021-04-10 00:00:00.000000000
05009,2021-04-11 00:00:00.000000000
63343,2021-04-11 09:26:16.484000000
15061,2021-04-12 00:00:00.000000000
38287,2021-04-12 00:00:00.000000000
01313,2021-04-12 00:00:00.000000000
31452,2021-04-12 00:00:00.000000000
69218,2021-04-12 00:00:00.000000000
89486,2021-04-12 00:00:00.000000000
27263,2021-04-12 07:15:04.940000000
89404,2021-04-12 08:47:31.252999936
89100,2021-04-12 09:07:44.137999872
35119,2021-04-12 09:41:57.022000128
56245,2021-04-12 10:12:52.627000064
39220,2021-04-12 12:29:25.873999872
93033,2021-04-12 12:33:08.787000064
32201,2021-04-12 12:37:27.172000000
21382,2021-04-12 12:57:50.007000064
89180,2021-04-12 13:02:05.308000000
50273,2021-04-12 14:09:30.601999872
56062,2021-04-13 00:00:00.000000000
10259,2021-04-13 00:00:00.000000000
19123,2021-04-13 00:00:00.000000000
68224,2021-04-13 00:00:00.000000000
30260,2021-04-13 00:00:00.000000000
38498,2021-04-13 00:00:00.000000000
05101,2021-04-13 00:00:00.000000000
16412,2021-04-13 00:00:00.000000000
89255,2021-04-13 07:13:39.703000064
89284,2021-04-13 08:24:42.710000128
80027,2021-04-13 09:21:22.334000128
80678,2021-04-13 10:05:29.420999936
51267,2021-04-13 10:32:35.560999936
26086,2021-04-13 12:37:26.360999936
58003,2021-04-13 12:52:13.561999872
35096,2021-04-13 13:19:02.071000064
89254,2021-04-13 13:39:05.654000128
76382,2021-04-13 14:49:09.323000064
29038,2021-04-13 15:53:36.496000000
81026,2021-04-13 16:46:01.571000064
89039,2021-04-14 00:00:00.000000000
24410,2021-04-14 00:00:00.000000000
72266,2021-04-14 06:33:44.855000064
27049,2021-04-14 08:30:20.527000064
29234,2021-04-14 12:16:09.468999936
34328,2021-04-14 13:59:33.939000064
02220,2021-04-14 16:15:24.828999936
80676,2021-04-14 16:23:19.216000000
42030,2021-04-15 00:00:00.000000000
29027,2021-04-15 00:00:00.000000000
85077,2021-04-15 00:00:00.000000000
85116,2021-04-15 00:00:00.000000000
29102,2021-04-15 00:00:00.000000000
29122,2021-04-15 00:00:00.000000000
05021,2021-04-15 00:00:00.000000000
29175,2021-04-15 00:00:00.000000000
24334,2021-04-15 00:00:00.000000000
29291,2021-04-15 00:00:00.000000000
14732,2021-04-15 00:00:00.000000000
42215,2021-04-15 10:16:59.316999936
61153,2021-04-15 12:10:27.592000000
45329,2021-04-15 14:55:59.011000064
81236,2021-04-15 15:03:20.584999936
04123,2021-04-15 15:12:38.272999936
15190,2021-04-15 16:18:56.201999872
76450,2021-04-15 16:39:14.401999872
17229,2021-04-15 22:59:55.548000000
32060,2021-04-16 00:00:00.000000000
14091,2021-04-16 00:00:00.000000000
44024,2021-04-16 00:00:00.000000000
89120,2021-04-16 00:00:00.000000000
89189,2021-04-16 00:00:00.000000000
89212,2021-04-16 00:00:00.000000000
13057,2021-04-16 00:00:00.000000000
81216,2021-04-16 00:00:00.000000000
68278,2021-04-16 00:00:00.000000000
68300,2021-04-16 00:00:00.000000000
09245,2021-04-16 06:55:23.622000128
65278,2021-04-16 08:27:03.872999936
89352,2021-04-16 09:36:49.713999872
27062,2021-04-16 09:53:58.976999936
45133,2021-04-16 12:19:24.736000000
61160,2021-04-16 14:00:33.742000128
89410,2021-04-16 19:05:13.100999936
14329,2021-04-17 00:00:00.000000000
88275,2021-04-17 00:00:00.000000000
65035,2021-04-17 15:51:48.406000128
50336,2021-04-17 19:33:32.116000000
38243,2021-04-18 08:32:06.508000000
32019,2021-04-19 00:00:00.000000000
77209,2021-04-19 00:00:00.000000000
35144,2021-04-19 00:00:00.000000000
24383,2021-04-19 00:00:00.000000000
33399,2021-04-19 00:00:00.000000000
85277,2021-04-19 00:00:00.000000000
42268,2021-04-19 00:00:00.000000000
39025,2021-04-19 07:05:35.487000064
95028,2021-04-19 08:30:44.164999936
89176,2021-04-19 09:02:17.198000128
69231,2021-04-19 09:48:35.976999936
56186,2021-04-19 13:54:48.542000128
89379,2021-04-19 14:21:10.708999936
51230,2021-04-19 14:45:54.060000000
16001,2021-04-20 00:00:00.000000000
16007,2021-04-20 00:00:00.000000000
16009,2021-04-20 00:00:00.000000000
16016,2021-04-20 00:00:00.000000000
30014,2021-04-20 00:00:00.000000000
16035,2021-04-20 00:00:00.000000000
16038,2021-04-20 00:00:00.000000000
16064,2021-04-20 00:00:00.000000000
16065,2021-04-20 00:00:00.000000000
16070,2021-04-20 00:00:00.000000000
16071,2021-04-20 00:00:00.000000000
16076,2021-04-20 00:00:00.000000000
16085,2021-04-20 00:00:00.000000000
16086,2021-04-20 00:00:00.000000000
16087,2021-04-20 00:00:00.000000000
35076,2021-04-20 00:00:00.000000000
16096,2021-04-20 00:00:00.000000000
16100,2021-04-20 00:00:00.000000000
16106,2021-04-20 00:00:00.000000000
16131,2021-04-20 00:00:00.000000000
16134,2021-04-20 00:00:00.000000000
16164,2021-04-20 00:00:00.000000000
05054,2021-04-20 00:00:00.000000000
16054,2021-04-20 00:00:00.000000000
16157,2021-04-20 00:00:00.000000000
16188,2021-04-20 00:00:00.000000000
16403,2021-04-20 00:00:00.000000000
16181,2021-04-20 00:00:00.000000000
16182,2021-04-20 00:00:00.000000000
16195,2021-04-20 00:00:00.000000000
16183,2021-04-20 00:00:00.000000000
16205,2021-04-20 00:00:00.000000000
16212,2021-04-20 00:00:00.000000000
16213,2021-04-20 00:00:00.000000000
18142,2021-04-20 00:00:00.000000000
16225,2021-04-20 00:00:00.000000000
16231,2021-04-20 00:00:00.000000000
16239,2021-04-20 00:00:00.000000000
16245,2021-04-20 00:00:00.000000000
16249,2021-04-20 00:00:00.000000000
16255,2021-04-20 00:00:00.000000000
16264,2021-04-20 00:00:00.000000000
16270,2021-04-20 00:00:00.000000000
42169,2021-04-20 00:00:00.000000000
24356,2021-04-20 00:00:00.000000000
16289,2021-04-20 00:00:00.000000000
44151,2021-04-20 00:00:00.000000000
16306,2021-04-20 00:00:00.000000000
16308,2021-04-20 00:00:00.000000000
16310,2021-04-20 00:00:00.000000000
16329,2021-04-20 00:00:00.000000000
14620,2021-04-20 00:00:00.000000000
16337,2021-04-20 00:00:00.000000000
16345,2021-04-20 00:00:00.000000000
16363,2021-04-20 00:00:00.000000000
16364,2021-04-20 00:00:00.000000000
16375,2021-04-20 00:00:00.000000000
16192,2021-04-20 00:00:00.000000000
16389,2021-04-20 00:00:00.000000000
16398,2021-04-20 00:00:00.000000000
16404,2021-04-20 00:00:00.000000000
16416,2021-04-20 00:00:00.000000000
16128,2021-04-20 00:00:00.000000000
16132,2021-04-20 00:00:00.000000000
18166,2021-04-20 07:27:15.488999936
45196,2021-04-20 07:35:17.244000000
28270,2021-04-20 08:55:44.201999872
77091,2021-04-20 09:39:20.487000064
29037,2021-04-20 11:47:42.878000128
02697,2021-04-20 12:34:26.468000000
26319,2021-04-20 18:45:03.672000000
27014,2021-04-21 00:00:00.000000000
24009,2021-04-21 00:00:00.000000000
68015,2021-04-21 00:00:00.000000000
68022,2021-04-21 00:00:00.000000000
15028,2021-04-21 00:00:00.000000000
29036,2021-04-21 00:00:00.000000000
24153,2021-04-21 00:00:00.000000000
42137,2021-04-21 00:00:00.000000000
05153,2021-04-21 00:00:00.000000000
24565,2021-04-21 00:00:00.000000000
71564,2021-04-21 00:00:00.000000000
13023,2021-04-21 06:45:24.148000000
18037,2021-04-21 08:42:03.063000064
30310,2021-04-21 09:25:24.536000000
63321,2021-04-21 12:45:37.604999936
86160,2021-04-21 12:55:48.091000064
64420,2021-04-21 15:01:29.398000128
81075,2021-04-21 19:00:58.035000064
68056,2021-04-22 00:00:00.000000000
35080,2021-04-22 00:00:00.000000000
80221,2021-04-22 00:00:00.000000000
34093,2021-04-22 00:00:00.000000000
34117,2021-04-22 00:00:00.000000000
14547,2021-04-22 00:00:00.000000000
19279,2021-04-22 00:00:00.000000000
15024,2021-04-22 08:35:43.124999936
50172,2021-04-22 10:26:10.260999936
78550,2021-04-22 12:39:26.432999936
03062,2021-04-22 15:46:21.137999872
19047,2021-04-23 00:00:00.000000000
24129,2021-04-23 00:00:00.000000000
16145,2021-04-23 00:00:00.000000000
35065,2021-04-23 00:00:00.000000000
63211,2021-04-23 00:00:00.000000000
64453,2021-04-23 00:00:00.000000000
36156,2021-04-23 00:00:00.000000000
68289,2021-04-23 00:00:00.000000000
30233,2021-04-23 00:00:00.000000000
19229,2021-04-23 00:00:00.000000000
24569,2021-04-23 00:00:00.000000000
49041,2021-04-23 06:31:42.924999936
89359,2021-04-23 08:13:44.121999872
89308,2021-04-23 11:35:44.879000064
80637,2021-04-23 15:54:36.776000000
09055,2021-04-23 17:29:05.299000064
32394,2021-04-24 06:25:44.089999872
45323,2021-04-24 13:12:45.868000000
36184,2021-04-25 00:00:00.000000000
54358,2021-04-25 07:44:09.424999936
39472,2021-04-25 08:24:46.640000000
37054,2021-04-26 00:00:00.000000000
89122,2021-04-26 00:00:00.000000000
19066,2021-04-26 00:00:00.000000000
68154,2021-04-26 00:00:00.000000000
42117,2021-04-26 00:00:00.000000000
49209,2021-04-26 00:00:00.000000000
37214,2021-04-26 00:00:00.000000000
42240,2021-04-26 00:00:00.000000000
24521,2021-04-26 00:00:00.000000000
42298,2021-04-26 00:00:00.000000000
84130,2021-04-26 00:00:00.000000000
24576,2021-04-26 00:00:00.000000000
68376,2021-04-26 00:00:00.000000000
89214,2021-04-26 05:58:54.550000128
89111,2021-04-26 07:11:00.272000000
29005,2021-04-26 08:25:26.412999936
29141,2021-04-26 08:47:43.295000064
64225,2021-04-26 09:37:00.927000064
83092,2021-04-26 11:28:32.764000000
80723,2021-04-26 11:56:14.020999936
26312,2021-04-26 12:09:04.785999872
18004,2021-04-26 12:13:16.040000000
80801,2021-04-26 12:49:32.908000000
89310,2021-04-26 13:15:41.360999936
89453,2021-04-26 14:04:37.409999872
24032,2021-04-27 00:00:00.000000000
76117,2021-04-27 00:00:00.000000000
80260,2021-04-27 00:00:00.000000000
14286,2021-04-27 00:00:00.000000000
14541,2021-04-27 00:00:00.000000000
14358,2021-04-27 00:00:00.000000000
24286,2021-04-27 00:00:00.000000000
24375,2021-04-27 00:00:00.000000000
63345,2021-04-27 00:00:00.000000000
35279,2021-04-27 00:00:00.000000000
76615,2021-04-27 00:00:00.000000000
24531,2021-04-27 00:00:00.000000000
77470,2021-04-27 00:00:00.000000000
24555,2021-04-27 00:00:00.000000000
89451,2021-04-27 00:00:00.000000000
47263,2021-04-27 08:44:35.359000064
65172,2021-04-27 12:25:02.281999872
38049,2021-04-27 12:45:43.644000000
27427,2021-04-27 13:44:39.511000064
89066,2021-04-27 14:27:17.078000128
61462,2021-04-27 14:46:59.760999936
89065,2021-04-27 14:54:06.252000000
45051,2021-04-27 16:41:02.553999872
81001,2021-04-28 00:00:00.000000000
15005,2021-04-28 00:00:00.000000000
59196,2021-04-28 00:00:00.000000000
24308,2021-04-28 00:00:00.000000000
89290,2021-04-28 00:00:00.000000000
70447,2021-04-28 00:00:00.000000000
05154,2021-04-28 00:00:00.000000000
82161,2021-04-28 00:00:00.000000000
86281,2021-04-28 07:55:55.755000064
91573,2021-04-28 08:37:26.444999936
82037,2021-04-28 11:39:21.204000000
61049,2021-04-28 15:05:32.608000000
64038,2021-04-29 00:00:00.000000000
60025,2021-04-29 00:00:00.000000000
60040,2021-04-29 00:00:00.000000000
24040,2021-04-29 00:00:00.000000000
24053,2021-04-29 00:00:00.000000000
21138,2021-04-29 00:00:00.000000000
60151,2021-04-29 00:00:00.000000000
60156,2021-04-29 00:00:00.000000000
60188,2021-04-29 00:00:00.000000000
60223,2021-04-29 00:00:00.000000000
60318,2021-04-29 00:00:00.000000000
60325,2021-04-29 00:00:00.000000000
60337,2021-04-29 00:00:00.000000000
24246,2021-04-29 00:00:00.000000000
60382,2021-04-29 00:00:00.000000000
35275,2021-04-29 00:00:00.000000000
29267,2021-04-29 00:00:00.000000000
19202,2021-04-29 00:00:00.000000000
25547,2021-04-29 00:00:00.000000000
60665,2021-04-29 00:00:00.000000000
02278,2021-04-29 00:00:00.000000000
39487,2021-04-29 09:03:47.222000128
05019,2021-04-29 09:14:08.998000128
70319,2021-04-29 12:10:29.353999872
82145,2021-04-29 13:46:05.976000000
89194,2021-04-29 14:16:37.692000000
58019,2021-04-30 00:00:00.000000000
44026,2021-04-30 00:00:00.000000000
35055,2021-04-30 00:00:00.000000000
35066,2021-04-30 00:00:00.000000000
35079,2021-04-30 00:00:00.000000000
24165,2021-04-30 00:00:00.000000000
35059,2021-04-30 00:00:00.000000000
24220,2021-04-30 00:00:00.000000000
44103,2021-04-30 00:00:00.000000000
05093,2021-04-30 00:00:00.000000000
35363,2021-04-30 00:00:00.000000000
05146,2021-04-30 00:00:00.000000000
30320,2021-04-30 00:00:00.000000000
35334,2021-04-30 00:00:00.000000000
58140,2021-04-30 07:10:51.012000000
29120,2021-04-30 07:13:54.911000064
51649,2021-04-30 07:18:37.008999936
89181,2021-04-30 07:31:21.334000128
50572,2021-04-30 07:31:29.478000128
14118,2021-04-30 07:48:27.871000064
67315,2021-04-30 08:25:40.519000064
05163,2021-04-30 08:38:11.116999936
56031,2021-04-30 08:52:13.734000128
51477,2021-04-30 13:46:49.622000128
58029,2021-04-30 14:01:48.604000000
37142,2021-04-30 15:54:08.883000064
31229,2021-04-30 18:51:09.740000000
57745,2021-05-01 12:13:13.288000000
39017,2021-05-01 12:55:52.001999872
71264,2021-05-01 21:10:24.923000064
38321,2021-05-02 22:32:24.219000064
56005,2021-05-03 00:00:00.000000000
